Video_ID	Category	Rating	Length_Of_Video	No_of_views	Uploader	No_Of_Rating
gjbG5N4EfDc	Music	5	261	14752	ruitico34	43
UDtmFdfBgxU	Comedy	4.74	110	184944	darkneomon	642
OyDHyyB3TRs	Comedy	4.79	113	592099	uncledale	464
pA9jeOdL_to	Entertainment	3.92	127	1241	GamingMazterResponds	38
a0fv5qKIvgA	Entertainment	0	312	232	TomoRiordan2	0
ItOgS2O3j_g	Entertainment	3.33	344	15452	Hoodtreker	6
j8bUwZVcVwY	Entertainment	1.67	22	285	randomrpgguy	6
h2tPjdulvpQ	Entertainment	4.06	16	718	bowener	17
uqmO5CDMcN0	Film & Animation	3	597	16872	Hoodtreker	9
evB_Lc3kxv8	Film & Animation	2.71	370	10798	Hoodtreker	7
qYhodyTvQFc	Pets & Animals	4.24	148	2064	RudeBoyStudioHaters	38
ITs8hC18Sw4	Film & Animation	4	152	449	jmt937	6
Nv-R4ZZchhQ	Entertainment	0	29	128	enthdaneaf823	0
ylPqlrBoyRY	Entertainment	4.35	54	4388073	aladdin82	7054
0HSBZVFxF6o	Comedy	4.24	47	208288	aladdin82	438
4VxVIucv0tc	Comedy	4.37	56	38949	CakM93	65
DME2E6_ll30	Music	3.62	212	4182	popstarsunited	8
niaeOlGRkFE	Entertainment	5	59	373	annastarrr	1
zsHil7IAMWc	Music	4.79	580	137540	janetROMANIA	262
KfKk7kZt9dU	Music	4.83	223	219937	MTVworld2008	230
u6hH0YJ3HSI	Music	4.08	54	4916	kurtnirvana	12
iR3-MGAMUao	Comedy	4.27	54	198795	fantastico79	343
8QOQKA2xye4	Autos & Vehicles	0	55	398	GrossArtist	0
grCTXGW3sxQ	Entertainment	4.65	238	1500365	watchtheguild	4802
SrCoUqWns6g	Entertainment	4.83	268	596923	watchtheguild	3520
Qb7GNu3NN-E	Entertainment	4.8	168	571353	watchtheguild	2812
OplPTPdDSKA	Entertainment	4.82	306	415828	watchtheguild	2870
sgBJjrW-ihI	Comedy	3.55	29	45063	quirkyninja	109
LMaAxdwaJ6w	Entertainment	4.43	15	38102	prozacsmile	84
1H0l40gcVmE	Comedy	4.62	37	27132	LKGProductions	66
bIPApMfu0YE	Entertainment	3.76	9	16701	IIIShizzyIII	42
rb_hKZHg3JI	Entertainment	0	42	154	Irlyliekmudkipz	0
VgpixljEMeQ	Entertainment	0	21	718	rachelblot	0
nagJFXgDieQ	People & Blogs	2.11	25	66644	dopolireweque	44
j7niQjNwSeU	Entertainment	0	95	6	jorbaptista	0
V_EKdfiVSP4	Entertainment	1	150	525	harryoverstreet	3
kWmMTPTPPu4	Entertainment	4.55	170	504633	Netherlock	648
G2NRNSMQtro	Entertainment	4.79	3638	35115	duncor	72
v7GRWlVJAck	Film & Animation	0	14	1978	slim1111111	0
j05noQ5EJ2I	Entertainment	3	10	52	puebloplug	2
xwLgDSQNX0M	Entertainment	2.05	21	6627	assuager	19
2fCBh4-R-50	Entertainment	4.5	42	2307	HelmerandRawlins	2
0bC3ww5M3MI	Entertainment	2	9	520	designdomino	4
ZT3gDut3_tc	News & Politics	4.21	63	2678	bonequinha01	33
bfWta4Yj0_E	News & Politics	0	303	6204	jcjcd	0
gbJXaAM5TX0	Music	0	218	214	GreenhouseEffectGE	0
UKsZVKWXbrI	Music	5	243	936	sharkge7	2
#NAME?	Music	0	227	177	GreenhouseEffectGE	0
QBE2RO5vj2Y	News & Politics	4.38	574	2924	comingawakening	13
3V0SjoaPx9A	News & Politics	5	334	1891	chrisbarrett	5
64ECOmUdUT8	News & Politics	4.54	291	4681	kloris2	24
7CADssUQpiI	Music	2.6	337	638	sharkge7	5
as-l6HNWRZs	News & Politics	4	176	665	jfw2020	2
u0BBppvZnlg	News & Politics	1.57	14	1077	davidisbetterthenyou	28
vyaoulHHqUY	News & Politics	4	205	60851	aakozanoglu	232
ZwsWSWmpcx8	News & Politics	5	18	1097	Kevbo4	13
Th3o99M6JRo	News & Politics	1.8	126	2370	politicmovies	5
_gy-9RvWZjs	Music	1	234	53	GreenhouseEffectGE	1
MfYOOs-lzuE	News & Politics	4.68	229	46057	BarackObamadotcom	554
GOoiLY9xw9o	Music	0	227	70	sharkge7	0
bySctQSPNfE	Education	3.69	246	2762	RevolutionOfCG	29
hFCe9HSw2vc	News & Politics	5	368	2908	nvpatentlawyer	40
rleUPHX8yfM	News & Politics	4.74	96	57902	slatester	248
rQM1KU36Zfw	Entertainment	5	163	213	MaangoMaan	5
L2Keznh9-Zw	Science & Technology	4.55	69	2886	eleveneggs	49
R3u7aLF7JHs	Film & Animation	2.14	78	1321	BrownSugaWynnopsmb	7
gHgktCXICPQ	Entertainment	3.03	202	5115	AlbaAlbatross	59
#NAME?	Science & Technology	4.82	599	130952	wowhobbs	646
2RIx7vDEGus	Science & Technology	4.75	262	237597	wowhobbs	605
AbxXiSXFUe4	Entertainment	3.83	485	640	arud45	6
EBBli9fgjUc	Entertainment	2.86	414	987	arud45	7
0RMVDzOE6WI	Entertainment	3.75	466	42257	Blarfterboy	68
2TMgyJbh-Es	Entertainment	3.47	147	16426	BerserkFrenzy119	43
KX0F4CSfbg0	Entertainment	2.91	200	33065	Blarfterboy	96
roDEEYA2XEU	Entertainment	1.94	62	12583	PannaLogic	18
lcvHOzYBKjI	Entertainment	2.07	10	5022	PannaLogic	28
7OVTRKqK-1o	Entertainment	1.96	21	11786	PannaLogic	24
#NAME?	Entertainment	4.81	264	25198	WHATTHEBUCKSHOW	1554
M934MHTI58Q	Entertainment	4.86	299	31038	peron75	1707
S-2SAlOn0A0	Entertainment	4.75	269	174625	WHATTHEBUCKSHOW	4803
Z-LigSrrpts	People & Blogs	4.82	422	25622	peron75	1872
eZ6LhidwJQA	Entertainment	4.75	133	2148	acousticnathalie	52
JbMLT2R9lfI	People & Blogs	5	149	265	BeeVeeStudios	4
UGVeGKZbkQI	Entertainment	4.88	394	24332	peron75	1174
2WwDCBUHUJQ	People & Blogs	5	59	89	spiderdj82	5
cVhKinTKg8s	Entertainment	4.81	392	115240	peron75	3316
Gfal82Czx8c	Entertainment	4.87	442	22114	peron75	1248
1wf7sCYA7Lc	Entertainment	4.86	357	41308	peron75	2363
aCKuVcclyv4	Comedy	4.57	82	2153	richville14	35
zrPVzGpScM4	Entertainment	4.85	139	12354	GoldenFrog	94
ViRVHmCacvo	Entertainment	4.84	425	20138	peron75	1153
xmJoRnBE1OM	Entertainment	4.77	579	5174	sharonafox1	26
WMdn1Gp94j0	Entertainment	4.84	107	18569	peron75	1209
iHpfFAMy0VI	Entertainment	4.38	290	392427	WHATTHEBUCKSHOW	14529
ohFjkEEI8v0	Entertainment	4.93	136	791	stabdollface	14
p3u-lbLURT0	People & Blogs	4.6	145	1029	acousticnathalie	20
2VQtXEKKAwM	Entertainment	4.7	226	100788	peron75	1317
F2BLy8KyWgQ	People & Blogs	5	338	260	ThaATXBalla	1
2r_2AJ1u46k	Music	5	311	207	bossiejohn	1
SpBq3fNxg9I	Music	4.89	262	16576	PetrucciFever	314
WzJS-2QZVzU	Music	5	539	173	bossiejohn	1
I9TawEnKFpU	Music	5	286	458	bossiejohn	6
ctaqi25wFts	Music	4.86	220	9257	POCKY2001	28
W2npknPstE4	Music	4.33	278	1144	pablo9000	18
mABTVsKHwVM	Music	5	246	3936	DMKego	13
e6KyyNKwHdA	Music	5	583	2779	francotenelli	9
YhlePZ0H-JE	Music	4.75	270	103	lordbadass666	4
K7EOU148B-Y	Music	4.44	281	29940	capitalchaos	62
rVq_zesQVqk	Entertainment	4.38	162	10753	admstyles	29
ZG5AIKCsDh0	Music	4.56	365	22688	floridamusiccompany	9
mjgrx-m0Z6c	Music	4.65	498	11358	planetmusicsamos	17
X2PH8Zg2tII	Music	0	83	196	Magnoodles	0
F1eVX4rGCRU	Film & Animation	4.85	450	1890	TheGameOvais	26
XHCQYUvWgTw	Music	4.64	571	2257	gitarr66	11
hpez2qiTjH8	Music	5	254	56	jamesmorgandavies	2
yCkYsC20rys	Music	4.43	600	2216	1mcsource	7
XBK43wy_ErM	People & Blogs	5	146	130	ThaATXBalla	1
_SwwPoDW0dc	 UNA 	3.45	13	120030	companx7400	93
YhVhcNTT5GQ	Film & Animation	4.6	49	69234	Doki66	792
-2kiDt7BwvQ	Film & Animation	4.77	78	46965	Doki66	223
FRUoKRXc4NM	Music	4.83	298	42148	crustybass	151
U3No7ogm6mg	Comedy	4.44	162	30468	Katers17	694
hY10qiOod4Y	Music	4.89	164	241087	deedlebag	1096
6R1wmClXIJw	Film & Animation	4.58	357	4617	crabapplestudio	31
CyoGq79AYRA	News & Politics	2.09	535	59318	thehilldotcom	237
qDM2br8uYyw	Entertainment	4.67	201	136993	hotforwords	1401
Hb772GZNrDc	Film & Animation	1	4	925	detroitartistdotorg	3
eocBZPHAhfM	Music	4.57	161	149442	Doki66	371
87ZTAJmjYUU	Pets & Animals	3.68	82	72041	creamofcardstv	250
IuyVxVWLhgk	Entertainment	3.91	882	50863	StephenORegan	70
0h48saYAO_k	Music	4.5	227	1274	bagwhanbill	8
YtXFudBlCCc	Film & Animation	4.79	298	51872	Doki66	289
ONqgaVU_XPk	Film & Animation	4.43	140	1303056	VancouverFilmSchool	3172
vukcu920V9M	Entertainment	4.25	410	94981	jetsetshow	170
eTzIVVmNXeg	People & Blogs	3.8	216	21348	13thDimension	20
QSiF3UN1SFg	Entertainment	4.51	261	22234	bunsandchouchou	74
mxu3MluKl8A	Nonprofits & Activism	4.78	180	77313	WWF	235
UcHz6Jv4l-g	Nonprofits & Activism	4.6	184	80967	wwfaustralia	193
mS7eBwEHQS0	News & Politics	4.45	202	12623	tvbodaga	20
Ap1Kpc90fiw	Education	4.16	81	8987	crazykyle06	25
6GKb5a673b8	Nonprofits & Activism	4.52	31	9981	wwfcanada	25
z9xwO5NCXaA	News & Politics	4.5	127	3170	jimjamconigrave	8
priUvsQKSjQ	Nonprofits & Activism	4.5	319	3415	wwfaustralia	12
C9GRh_9sQBw	News & Politics	4.7	313	20608	cityofsydney	43
PQF6cBqSBS8	Education	4.41	164	110196	lmadjus	532
NnYrtsDA6Qk	Nonprofits & Activism	5	112	5699	LeoBurnettSydney	17
77O0jkIwaa4	News & Politics	4.91	172	2623	geetsey	11
t9Ed2mGk8wI	News & Politics	0	122	1676	illymanilli	0
xiy6bFxuSJI	Travel & Events	4.14	150	1759	tachyonpong	7
HE3WPIKYkuc	Travel & Events	4.53	31	26241	wwfaustralia	34
qj2FgJ3XTlw	Travel & Events	5	29	1187	earthhour	3
Eh0ricf5n6Q	Nonprofits & Activism	5	68	1692	Earthhour2008	3
NvLZMguNmiQ	Education	5	58	1166	GetAMPEDmag	2
NtG0y78wJ74	People & Blogs	5	309	838	ShalmorYR	1
ZRMYeOVn8ew	Nonprofits & Activism	5	90	1623	ldbi	3
KItansAKNRA	Nonprofits & Activism	4.75	49	1436	d65fitzer	4
4GUGVGzIQx0	Music	4.7	424	9710	Smoothio	20
8WFqg4ULAks	Music	4.25	598	5024	jtsodergren	12
OnULc0byvZ8	Music	4.48	99	9564	jtsodergren	21
gI2E3wk7y0U	Music	4.19	226	4918	mattylou55	21
1iInKDlV74I	Music	5	197	3550	jtsodergren	2
h8mXQe2RIQQ	Music	4.43	126	1839	jtsodergren	7
qHWH_sKslEE	Music	5	150	983	joekostelnik	1
zufaHASxuAw	Music	5	268	693	hiphopwest	3
RknEoXFv_1g	Entertainment	4.57	122	14037	m9001	14
ESsrmy78whQ	Music	4.96	250	1449	ashkeezy	90
ckmxFJyASE0	Music	4.64	232	1996	PhorbieOwns	11
ZpJVNVe6WYc	Sports	4.19	101	38005	skyfutebolportugues	21
wrEJjLFgbSU	Entertainment	4.75	200	13600	tvguide	8
87a8Wvd4-8s	Music	4.88	248	181861	Dymez513	1080
vuLwhyPRmUc	Music	3	221	1508	HOGGISHMUZIC	5
smGcj6vohLs	Music	5	228	1528	mediacreatures	3
gbe1aswKhhY	Comedy	2.6	132	17599	Element9HipHop	40
RbAdnPPIsGM	Music	5	279	310	freitagfilms	3
4Dm6wwF-_MA	Entertainment	1.83	192	516513	Pruane2Forever	10569
yL_-1d9OSdk	Comedy	4.47	245	327124	yorambauman	872
mmpZvCZDW_8	Howto & Style	2.95	77	22739	expertvillage	64
0UUmOOHtKrk	Howto & Style	3.16	88	18491	expertvillage	32
FVU8S5HQY_8	Film & Animation	4.62	70	48986	lleski	93
BbV_iRpBZ3Q	Film & Animation	4.47	28	375701	MooseMouseMedia	565
m2OC5Z1Fii8	Pets & Animals	4.6	26	4372739	texasgirly1979	8213
koPsqp8Nrtg	Comedy	4.23	50	133042	bravelord	163
k_GqrLosqKw	People & Blogs	2	11	2572	thesitedoc	7
w8xW5IUvhpM	Film & Animation	4.3	465	9748	setloose	23
bXd1jez4l2M	Howto & Style	1.5	104	1337	expertvillage	6
OeLw-jWx3-0	Comedy	4.77	390	64557	rosscarlson	105
9Wp_pCJSAqY	Music	4.91	223	18511	flynnje	32
MNx2xwWIfCA	Comedy	3.6	74	166640	TheDailyBuzz	444
0FUOMptXgA8	Howto & Style	2.67	82	1615	expertvillage	3
FOKWw_RnDKM	Film & Animation	4.89	65	45111	takeforever	481
pO5ElMD2Prw	Entertainment	3.8	150	332444	crpgchamp	92
uHioxHDYvKM	Pets & Animals	4.38	138	30370	justinrudd	13
aLajTS9-C2s	Entertainment	4.63	294	217192	goldiegoo	654
JNGOG3A7P3E	Music	4.51	287	35558	PolyvinylRecords	49
IEUhb1w-yEw	Music	4.67	313	7188	PolyvinylRecords	12
EeJdw6U5tcU	Music	4.67	202	108945	seanlennonofficial	324
OAWgPn_OPY0	Music	4.8	276	2264	Rodehihi	5
1Oo93mav_tg	Music	4.53	182	3142	fraulobsto	15
_XC2mqcMMGQ	Music	4.48	140	1760328	beggars	5942
srxS5AmYPMo	Music	4.71	223	2149	BlankTV	14
Z3ClCwcCvdQ	Music	4.89	300	769842	akhenatoon	2790
boc7rnhkLAk	Music	4.87	165	1797772	bezo1981	4607
RGbueOMOEZ8	 UNA 	4.72	492	9402	PolyvinylRecords	18
PH2Nn5ynhtM	Music	4	183	11815	BlankTV	22
j8xI83Dx7LU	Music	4.8	237	205981	GuchiJnr	130
WWWl8LfAMlY	Music	4.96	269	20862	jfar23	132
GdDxz2bkfhE	Music	4.7	198	3105123	sonybmg	8673
Eyu3GGKHfJM	Music	4.87	242	230947	wichitarecordings	425
XZCZRTcY3uA	Music	4.81	268	76407	radrecycler	182
wFBuFGG_04o	Music	4.91	189	1230391	sonybmg	3678
#NAME?	Music	4.91	163	1327	HIPVideo	11
pqaUZkf52fs	Music	4.85	191	783616	freddyfan27	2355
2x2W12A8Qow	Music	4.27	172	3499428	TayZonday	16653
Uzs-Lm0AvRU	People & Blogs	4	60	6277	blogestalo	4
mHWup7ifW2M	Nonprofits & Activism	4.37	97	10270	UNICEFUSA	19
lZIhcMWohxA	Film & Animation	2.6	47	934	ShalmorYR	5
BXMcExlbZA0	Film & Animation	2.33	340	1773	ShalmorYR	3
PNenAd0ookY	News & Politics	3	93	1554	unicef	3
DwDy-mEJ3mU	News & Politics	4.94	208	19134	UNICEFUSA	50
vKmnXh8zafo	People & Blogs	0	301	1019	0merone	0
7mY6HWTWcBY	People & Blogs	4.58	93	38964	fordmodels	48
GsJMhGMvGD8	Nonprofits & Activism	5	65	440	UNICEFUSA	3
7MAYrF1PDks	Entertainment	4.58	27	235885	francescomas	300
n6HrEOsbVFU	People & Blogs	4.64	264	24824	ApollosPlace	42
emYZclXFzVY	Entertainment	3.94	120	20760	mrblue37	67
WsxAtTeEyag	Nonprofits & Activism	5	182	579	leitjaxon	1
dAn9HL0tQT0	News & Politics	5	94	889	unicef	5
#NAME?	Travel & Events	0	166	128	P00KYL0VE	0
LQwLexli8oI	Education	5	300	308	enricoantonacci	1
DiaZC7HRsx0	Nonprofits & Activism	4.8	31	2255	ECF234	5
cvTRH1uUG_0	Entertainment	4.82	70	21924	Lara007	55
WdY1Mow8YJA	News & Politics	5	60	6027	UNICEFUSA	12
hjHaRZYXK-g	Nonprofits & Activism	4.2	60	838	UNICEFUSA	10
X1K9QW51gYI	Autos & Vehicles	4.89	167	26240	ReelNASA	45
ybD6Vsytw_o	Science & Technology	3.77	278	7312	akivids	13
evc3AVDFjno	Science & Technology	4.71	597	6059	tvspace	14
HL8QAJz-GX4	News & Politics	4.43	399	4716	jackbuster	14
lehfkYci1cM	Science & Technology	4.89	47	6904	squishydemon	9
54rYZAjI9eQ	Music	3.73	107	5035	ReelNASA	11
m8RQN7mBQh8	Science & Technology	5	562	1937	kilian2	1
t03P5WfWj34	Autos & Vehicles	4.58	235	4063	ReelNASA	12
FxFOm8BC4GE	Travel & Events	4.62	147	800295	ReelNASA	1576
8o72MzrgFiU	Autos & Vehicles	5	599	17824	ReelNASA	40
5YsZ9__9KlA	Music	4.85	88	1835	ReelNASA	13
S_wcJZUO6y0	Film & Animation	5	9	1267	mrhailey	3
4RSnOiMVfHk	Autos & Vehicles	4.91	570	26136	ReelNASA	35
4pcaFcc9KKo	Travel & Events	5	436	567	bcirce	2
waKIrtihdq0	Science & Technology	3.5	166	1672	spacearium	2
c6xjsaCmmd0	Science & Technology	4.25	653	1255	squishydemon	4
sfJFBcF_6cE	Howto & Style	4.67	313	49066	rajuv	24
kw5-n5Js6DM	Howto & Style	4.65	310	133708	tvspace	224
IXTVju0bSdE	Music	4.57	99	3867	ReelNASA	14
ge_uzCSbPg0	People & Blogs	5	89	3960	ReelNASA	5
HRuj1PkhdCg	Music	4.89	217	9880	jacobgolden	61
U7Rk2QBjF_c	Music	4.74	195	3625	jacobgolden	19
muUiLVraGGs	Music	4.59	128	3583	jacobgolden	17
qnevxJSc64M	Music	4.83	273	5663	jacobgolden	29
xSVKUu4j4Ns	Music	4.9	105	1179	cinnamoncandytube	10
_5pYB4ugNa4	Music	4.67	207	5908	notcricket	15
5deOrTNQwwU	Music	4.79	266	3375	BadgerVsMonkey	33
_gdrsVvE4q4	Music	5	253	980	mnoomoo	6
6QKDFyDjs30	Music	5	197	1077	jacobgolden	4
lra15GfDeBA	Music	4.33	228	894	jacobgolden	6
EaIm_hmEGWE	Music	0	210	350	indiequeen92	0
C2eImII-pjI	Music	3.56	124	1731	jess182	9
pitn0PDoT8Y	People & Blogs	4.59	191	40121	1989sunrise1989	29
D2sfelvHAlU	Music	4.91	481	3108851	adolfo0116	9285
eBOdjkdgGeI	Music	4.4	223	955	Araknerman	10
IRM-Xje28eU	People & Blogs	4	146	1005	rainydog	8
_mgNnKqKqW0	Music	4.75	195	4112	Cakebutt1	4
kWMmbP_7IRA	Entertainment	4.74	255	36404	artisttheone	112
4C_oHwLcivY	Music	4.9	223	2584278	daughtry	8808
I2M79Ga7xuI	Music	4.88	168	39776	sullenity	76
TA9BSkQgrGs	Entertainment	4.18	607	51216	VancouverFilmSchool	196
lYsZRnNdBns	Film & Animation	3.95	105	176081	VancouverFilmSchool	205
QfxraKQR4pA	Film & Animation	5	95	3879	matrix220	5
RqBWgTXbHsk	Film & Animation	4.53	130	3480	matrix220	17
STrX0yRl9Is	Entertainment	4.01	618	49071	VancouverFilmSchool	115
fsVui1q_vdY	Entertainment	4.12	342	36557	VancouverFilmSchool	103
AZse9M-Vhmg	People & Blogs	3.85	219	70795	zulker911	47
u30z4a_j2d0	Film & Animation	3.77	184	145524	VancouverFilmSchool	348
xIhPdbLD26o	Entertainment	4.02	81	117003	VancouverFilmSchool	171
sq7XbKd321I	Film & Animation	4.71	215	78729	VancouverFilmSchool	569
mYIarTjO1fM	Film & Animation	4.69	120	59019	VancouverFilmSchool	265
_tF-DJoBxDQ	Film & Animation	4.25	103	123057	VancouverFilmSchool	313
xaLtb5cB0Pg	Film & Animation	4.44	193	36057	VancouverFilmSchool	95
SUY_q7T-IrE	Film & Animation	4.18	176	19204	VancouverFilmSchool	92
QFTkb-PSuP4	Film & Animation	3.8	165	409	GroundZeroPoint	5
SXAR_TcOEqA	Film & Animation	4.23	152	52879	VancouverFilmSchool	166
rDikHLHihj8	Film & Animation	4.58	139	54356	VancouverFilmSchool	375
uN6-wo-yC0A	Film & Animation	4.49	130	42226	VancouverFilmSchool	260
PpPabjtVxcg	Music	4.8	287	395167	yoshidakoken	556
jcC5-phJBsc	Music	4.66	202	358691	spally87	384
mTkp9UqVVHs	Entertainment	4.69	280	107412	runawaybox	832
i19IEAwLmQQ	Music	4.67	265	553999	Remixlover	489
MKovL4iKiAY	Music	4.46	571	63188	FrankieThaLuckyDog	70
nUDksaQp3IA	Entertainment	5	559	101016	kinxero	4
ngRq82c8Baw	Comedy	4.65	101	2474409	runawaybox	7909
SiHPEPrC1gQ	Entertainment	4.72	140	45246	runawaybox	330
udwUnwHJYck	Comedy	3.86	88	1768978	Manintheboxshow	6195
08hU_p48YBI	Music	4.52	536	148918	FrankieThaLuckyDog	152
XNSJeX9BdsI	Music	4.48	162	160898	kucka17	25
SG8WMwda968	Entertainment	4.25	149	21531	runawaybox	291
1F2uD5BjfEw	Music	4.32	330	137285	azyprincess	93
eRxrNwRRUvE	News & Politics	4.82	193	18374	SallyJ2007	17
qrlyWD6q8zc	Entertainment	4.34	40	66480	runawaybox	312
6seMSc9em-M	Entertainment	4.72	139	46742	runawaybox	387
1I-0a64Hu_8	Entertainment	4.74	159	49119	Manintheboxshow	209
2PFJCmDMaKo	Entertainment	4.74	80	23259	runawaybox	72
NojLmuup_eM	Music	4.83	598	73944	corazonazultw	138
efnn0hwMc6k	Entertainment	4.17	39	32239	runawaybox	107
U8cmRdpcePc	Music	4.77	193	5282	secretcityrecords	26
TVElOObQLZI	Music	4.86	64	4785	janerpants	7
DNQ97P0rQk8	Music	4.88	272	16872	beachhouseband	33
lYDUk0ESwt4	Music	4.64	136	677750	ninofficial	1822
JT5AQIlmM0I	Entertainment	4.88	174	1525527	r8dkid	2653
YA2h9PrIUxs	Music	4.64	187	683395	secretcityrecords	2032
Z94V2phbWKY	Music	5	216	652	thisiscrazyfunny	2
SeHXpWkRkxo	People & Blogs	1.62	57	116712	TgirlQueensland	325
4A6Dvdb6KUU	Music	4.78	212	316672	tinkerbellcj20	1580
kPO_7min6JE	Music	4.6	275	149629	terranaomi	884
9zjWho3Sbv4	Music	4.53	249	878	raymondberlin	19
UGwiiDXOOQg	Music	4.88	231	44535	Ludaf1	73
r12iGnmHa74	News & Politics	4.5	105	617647	sftbob	1086
ESHa9-Czv_A	Sports	4.18	299	321381	v4bec	225
tQDPUd5_sak	Sports	3.83	45	40300	HockeyHighlights	23
5v6ZFL3Xvf4	Sports	5	53	406	maggotleader1	3
s92LY161Gww	Sports	4.45	38	50474	jonathanroy30	33
5ST_-yhbhgw	Sports	4.65	50	43721	GOMaX61	37
T1Xv-d6OJ8k	Sports	3	58	3208	MoniiiOldhamstto	1
91AE-wWLEqE	Sports	4.5	173	8959	HockeyHighlights	4
13n5LV88mpE	Sports	3	46	9364	MoniiiOldhamstto	2
CcqGKRlcQ04	Sports	4.67	76	6493	HockeyWebCast	9
Dtmj1eafqqM	Sports	2.67	82	7072	jonathanroy30	3
HlaDJoD2-Qc	Sports	3.79	45	132665	thehockeyherald	87
tsZarzNGvW8	Sports	5	38	7314	corunguneee	6
LLwR1uTZwR4	Sports	0	46	898	mikedaud29	0
nVIG7RMif6s	Sports	4.45	45	415337	corunguneee	324
RuruwOhW9Nc	Music	4.74	272	22340	housezikk	35
UvuvOcgTQxg	Music	4.83	243	766885	katarina19901	1928
LGQKEIX7-Sk	Music	4.85	275	119478	cpp87	110
WvhfbXgXl6M	Music	4.82	280	260636	jahquan514514	344
U8i2UBARbC4	Music	4.85	139	56907	metromix	65
5hayE_ZP0rI	Music	4.79	272	1976909	universalmusicgroup	7496
3KCgCfy6xBk	Music	5	583	3903	DoItLookLikeICare	10
QLj_4c0Km4w	Music	4.73	278	29822	DeeLikesProd2008	64
h_hnJPMRgU0	Music	4.93	246	6209	firestarta81	27
OURf5hfX4zQ	Music	4.76	263	9420	JocelynFry1356	811
3v1oRJYJl6A	Music	4.99	243	25831	fnikki91	67
b9dmdHn1eRI	Music	4.92	271	12378	BengiBitch111	38
ltaexF_84FM	Music	4.88	275	14264	MatAlfRoadShow	33
CqIEQXuIS7Y	Music	5	278	1153	darius06	3
3Sy769Ry6hQ	Education	3.16	58	96088	aerocheder	294
MeZqKo-qbPc	Travel & Events	4.1	22	25688	aerocheder	30
N12QDWhtgqE	Film & Animation	4.91	32	106741	HortonGB	381
iEFW7upjkaA	Film & Animation	4.85	38	110062	HortonGB	307
TEJenuU1QKE	Film & Animation	4.5	425	271055	HortonGB	716
_2nonHxwABI	Comedy	4.48	14	16502	RandomSisters	27
3cpQgrJrygo	Film & Animation	4.93	12	17094	laxbabe91	44
vNuXHSFGOnM	Comedy	2.92	9	6427	SomebodyKickin	37
eEXoxVEgCdw	Film & Animation	4.8	28	23371	caileadair	44
VblpG7Up76M	Film & Animation	4.92	215	17850	HortonGB	78
wCtKvSPGugE	Comedy	3.07	5	15065	Tonytambe	27
vyKaJBZKrUY	Film & Animation	4.91	99	20728	HortonGB	58
4ylfIm6k1AU	Film & Animation	4.86	39	43719	HortonGB	77
#NAME?	Film & Animation	4.81	80	16903	HortonGB	48
MIQFTBsGccA	Film & Animation	5	174	13103	HortonGB	42
uzB5vpPufR4	Film & Animation	4.78	38	42805	HortonGB	74
aBnOFA3SBcc	Film & Animation	4.85	38	29359	HortonGB	71
1LzD-FtQPx8	Entertainment	2.2	54	2364	Cinderellagirl78	5
xcxGeiUbLSM	Film & Animation	4.83	38	20256	HortonGB	35
VwRMOOpyq7A	Film & Animation	4.88	38	11770	HortonGB	34
gE7Bm1KNpcg	Sports	4.77	588	44716	elgado	48
IqB1Gir6zgQ	Sports	5	243	462	guancavilca	2
4th2BirSdQk	Sports	4.5	51	3572	guancavilca	2
35apJLfaYYg	Sports	5	44	2477	guancavilca	1
2oA_pGgaoQY	People & Blogs	5	7	4889	FKFlitz	1
kfzjD7NhN9o	Sports	4.11	86	2574	andreberruga	9
SPBfJacSqtQ	Entertainment	5	159	787	ferpantoniocdo	1
Syncd5yq8o4	Sports	5	244	4085	KINGofSOCCERhistory	12
U6WeTUdlaic	Sports	5	14	1153	fjsmota	3
phhwmjVcZBQ	Sports	4.75	249	19870	andr3sfc	24
lHeu0yiATWc	Sports	5	210	547	dRiToWs	2
FBCoJlrLCTg	People & Blogs	5	43	825	Bambam13544	1
le1i447wzPk	Music	4.73	292	1670956	BlackboyysureTV	3152
740d8sTpM7U	Music	4.71	307	1257835	universalmusicgroup	4684
h8p8WyqK1GI	Music	4.46	286	1035833	StayGDUp109	1775
JIG1Vr0h_aE	Music	4.66	297	871204	VarinaWrestling	1810
bm-Z9kZ9iW8	Music	4.62	299	96482	rishiflow	90
kEEaoBu48EA	Music	4.82	301	151620	circahiphop	273
gnfBatAqeyA	Music	4.56	288	70969	LilWayneMuziiC	78
wD_uA_o4vi4	Music	3.89	190	4496	LilWayneMuziiC	9
nwqXVAYsYW4	Music	5	291	28966	employeofdayear	19
K28kMVrtMmE	Music	4.43	409	134575	pooldoggy21	109
MeOsnO7ZY4w	Music	4.95	297	11109	supertrooper073	22
tLkC29Lw3Bk	Music	4.76	300	130120	HopCityCom1	245
dqUTCSFlRIk	Music	4.65	297	145906	cobimana	211
jgwasdhZOLQ	Music	4.85	299	184165	forgivenothing	438
5FRbsnay5v4	Music	3.15	267	85425	manny856	84
IxG6WIHJ8P4	Music	4.75	185	116566	hans23334	137
tfutlVB4ZJQ	Comedy	4.08	315	262813	supaflyb2	692
K7cxiO3zniU	Sports	3.64	132	23397	ethiojoe	55
ColTSe6-SHs	Music	4.82	284	597767	m1graine	714
ZsRKuYVNkGI	Entertainment	4.24	167	14854	singingshaylababi	37
