Video_ID	Category	Rating	Length_Of_Video	No_of_views	Uploader	No_Of_Rating
rvsWvMqBW6E	Comedy	5	606	1405	ZaffireWolf	5
CyrZR3BSH5o	Sports	2.59	13	632910	paulpierce21	1162
lgO8P__M_0Y	Sports	4.75	142	253695	NBA	449
R--NIgzhVo4	Sports	4.84	123	221778	NBA	317
yoQqCG4QlMw	Sports	4.73	133	208431	NBA	253
Uem8I4af_d4	Sports	4.56	132	203587	NBA	267
_FnwTj0OuFE	Sports	4.48	129	242227	NBA	384
lXN82kuefuc	Sports	4.8	134	189610	NBA	333
kdEULgZYxK8	Sports	4.53	134	273375	NBA	364
LZqNa8gBuQ0	Sports	4.47	111	139914	NBA	251
8NErNYSvoXo	Sports	4.57	115	178527	NBA	245
uyRr5GWOVxw	Sports	4.46	125	218047	NBA	340
L8jeYLD6ep0	Sports	4.43	131	183325	NBA	286
veIGD7PZgRA	Sports	4.81	140	209858	NBA	406
MShcKDNEIMM	Sports	4.64	125	231532	NBA	338
Z5gzABSZSX8	Sports	4.81	133	217438	NBA	341
M55YbS3De1w	Sports	4.59	124	167543	NBA	335
8Z9zX9G40P8	Sports	4.66	133	231150	NBA	438
aPg1yvj7thA	Sports	4.8	132	207932	NBA	371
Mf7Gpx-FpE4	Sports	4.84	130	109177	NBA	292
w3qyXe65iWw	Sports	4.81	135	117343	NBA	298
suonY2pakOA	Sports	3.67	119	1906	InternationalGoalz	3
IeCngZtMsQk						
pjJqoHPfAYo	Sports	4.88	44	10873	swaykg	25
eHT8dDjvhP8	Sports	5	9	2493	Mill3	2
b0dHzSCrSTk	Sports	4.8	102	5066	mhf1029	10
011bZQK8XR8	Sports	4.74	250	32131	andr3sfc	19
nMdp_QiA62E	Sports	5	83	4919	lucalciotv	8
XQw2p5_wVog	Sports	4.33	94	56395	jasonkarlmarx	57
5ffuzbk-4zw	Sports	4.44	348	11186	celocrftv	9
Nqf9Qvv-8Ls	Sports	4.83	73	3678	SteauaOnlineCom	12
ihsfQxZ3Y8c	Sports	0	36	1148	seoirse777	0
FC5L2rgBmyg	Sports	5	33	739	bl4ckw0rld	1
V87j3RGKesc	Sports	5	21	328	faithful41720	2
JQHCN7llkMw	Sports	0	48	253	MrGhaa	0
jWLqji_A7B8	Sports	3	180	3653	w1ll14m	5
4OYZLDSVyrs	Sports	5	43	3228	MatijaR10	1
3fMzE-I8PN4	Sports	4.84	152	19681	KICKABOLAdotCOM	25
3kKjC6ZFz7I	Sports	4.25	30	7925	cezo007	8
ip1G6JCKGc4	Sports	0	49	338	kid76kid	0
0HheRPnqkT4	Sports	5	73	2722	caffeinemetal	7
cyz7w4aLZiY	Music	0	15	305	pussycatdollsworld	0
0WbI0rZvrG8	Entertainment	4	30	679	samab15516	1
ZpzZp2dm5wo	Music	4.61	308	34395	digitalhoodlum	61
ACbk87esiAA	Entertainment	0	29	288	itesd5f51	0
MLkGZgpsu-c	Entertainment	0	30	112	samabf281f	0
MTw1jmMHIcU	Entertainment	0	30	207	rothiac80a1	0
iT-QzmCPlso	Entertainment	0	30	157	ildiwc026	0
up54Jrptzqk	Music	4.85	332	14754	digitalhoodlum	47
WjNU24ltvR4	Music	0	191	223	altitudetv	0
v1lylYF1L0I	Music	5	318	1436	digitalhoodlum	1
Wg0pDpM6_oM	Music	3.5	208	960	digitalhoodlum	2
b9o-1y5PtDg	Entertainment	3.67	163	546	hollywoodtv	3
NsZHmifwamE	Comedy	3.07	228	14820	kayvontv	41
SzYF3_7VnUo	Entertainment	2.46	225	391060	playboy	528
AIiMa2Fe-ZQ	News & Politics	3.37	90	3695341	barelypolitical	4899
u4HU_l5u0h4	News & Politics	3.77	90	109155	94melee	144
8Bpojk-NDuk	Entertainment	4.67	54	8106	hansinfann	3
VIgHXH3shEw	News & Politics	3.75	74	4256	sbloob	4
YRBec3jUg1M	News & Politics	5	10	3708	obamaguy	1
i8fs32KfiNM	Film & Animation	3.67	90	5720	AxiForum	6
QoKQMhQkZqM	Entertainment	0	62	183	mrmoneyun	0
ajRufWkca74	Entertainment	0	91	178	XboxBrain	0
AvLs3buFTnU	News & Politics	0	91	82	secretsofwealth	0
urhjkVO_t3A	Entertainment	1	47	1271	hansinfann	1
NJwShg2rBF0	Music	2.21	264	12307	thizzbabi123	14
YwTW_NxJLf8	Entertainment	0	62	1679	mrdollarun	0
TdAVOnHwj18	Entertainment	0	62	1598	mrdollarun	0
wEm3akbn4zQ	Entertainment	0	62	878	mrdollarun	0
fvOmbvC3IvA	Entertainment	0	62	313	mrdollarun	0
Sk-7SnKuigg	Entertainment	0	62	445	mrmoneyun	0
DDOk4MTCHUU	Entertainment	0	62	351	mrmoneyun	0
v28Fks7zOG8	Entertainment	0	62	75	mrdollarun	0
7jaGfBJlEYE	Entertainment	0	62	78	mrmoneyun	0
lDVCv-AEKyk	Entertainment	0	62	178	mrmoneyun	0
NK-AbaAPbVI	Sports	5	92	4366	bryan92i	15
wod4OXI8zuU	Sports	4.8	146	1153	bryan92i	5
DuypuVi4J9E	News & Politics	5	21	1245	francilienne	4
ePacifaFVAs	Sports	4.93	228	39034	Hermann59310	193
yBzVzMRpZTs	Sports	5	119	6682	lepiqueur	18
V1gulLoReVI	Music	4.29	310	10778	clay2nine	14
dOIaTgGzGJo	Sports	5	176	66	ODestre	1
aGwx_mwN5TM	Sports	5	198	2865	allezpedro014	5
0xXx0eBKmP0	Comedy	1	27	961	kamelihno	1
2Eynf7VqvTw	Sports	0	142	115	faridouxjudoka	0
-8BwggJEPZQ	Sports	5	234	4956	IlyasRoma	15
ZF2D5lEEAbM	Film & Animation	4.27	124	2294	NicolasBallais	15
Whp3b9H3uyY	Sports	5	127	2142	Planetligue1	6
_r4CjU1vybI	News & Politics	0	36	53	vodeotv	0
67FNk9siBY4	Sports	0	68	189	picken85	0
_fmgR7jUrUs	Sports	0	53	608	sportbf	0
b2wiKV4SghI	Film & Animation	0	262	107	isforyoubaby	0
9RpcKJmvI8o	People & Blogs	0	121	50	kemoidu92	0
2rXjXpKeW-0	People & Blogs	0	75	96	voiciolymp	0
Syyxwl-P-74	News & Politics	5	114	34	leclubmed	1
I0AsSj7sCR0						
h9ohonF3cDY						
bKhhy4kLuzw	Music	4.93	301	7672	cdbabyartist	69
qcjYh-iUEX4	People & Blogs	5	122	3431	JayMike14	36
Id8diu7GQsw	Music	4.89	232	9601	wookiielover	65
uEBKklWsXb4	Music	5	197	1229	DaniiDeanwnsyuv	5
Pp4Prf2TuS0	Music	4.92	173	9094	julvett	76
HZBkUW3uQMA						
ZjQhniB79gY						
oyahqU-yAP0	Music	3.87	123	3784	jrcrazy1	15
_b2ZjMFutQM	Music	5	295	787	LQLouie	2
lg2fCckL5FI	Entertainment	5	232	657	OhMyPadalecki	2
91TtifmJPi8	News & Politics	0	124	209	GabsLaneamyxm	0
uaB612ndfZY	News & Politics	4.29	90	1065	RichKid4life33	7
YkpPt_6SCMY						
4q45Oo5d-H4	News & Politics	2.77	153	3331	KingYayo	40
qUL3p0LjMBs	News & Politics	2.23	446	7996	anticorruptos	22
T1LjUeLwmrU	News & Politics	5	323	1324	HearTalent	4
#NAME?	News & Politics	4.5	47	493	systaime	4
XHuaN27x8bg	News & Politics	2.29	69	1042	zabbabou	14
#NAME?	News & Politics	0	116	1006	TomoRiordan2	0
L8GdUCqhqiU	News & Politics	5	133	248	memphisthug	3
ZHjIBe9qLWM	News & Politics	0	116	324	doyleshuler	0
Kakr-tPUfNo	News & Politics	5	116	209	LuizArbore	1
O4GzZxcKmFU	News & Politics	5	116	223	RosengrenTV	2
dUD9aE6BfrE	News & Politics	5	116	114	007soldier	2
4sb1XXb_9sM	News & Politics	3	116	369	phillipgatlin2000	2
#NAME?	News & Politics	4.76	116	1439	jackdoodle	46
yfxZa6P2DDk	News & Politics	5	124	202	studentloandebtnomor	2
5lNPV2BO5lk	Education	4.7	484	82410	blacktreemedia	147
#NAME?	Education	4.79	428	23787	blacktreemedia	94
hm98PVKBxjU	Education	4.76	452	16049	blacktreemedia	42
bW-sMWgCiwM	Education	4.74	486	21222	blacktreemedia	73
xBI8UhEd89Q	Education	4.87	476	15247	blacktreemedia	67
pWnR-6nqvXY	Music	3.33	112	4480	LEEJUNGYOON	3
ISjEZdH7hrQ	Music	3.67	27	1195	LEEJUNGYOON	3
qbD90sD1df0	Music	2	42	317	davidisbetterthenyou	4
C4wZf9Y66rM	Entertainment	5	599	1965	playserious	4
2drgIjrFkto	Entertainment	5	600	407	playserious	1
UIbyUOfz-9w	Entertainment	3.88	839	52355	ChangeDaChannel	41
R4Goq515baY	People & Blogs	4.5	322	1172	MoTv1	12
kQCsJbuG7mo	Music	3.9	362	11984	tomorrowpictures	10
xXcRLn0UwBo	Music	5	266	505	DraMaWolf	5
7McDe1sdPlU	Music	5	157	1537	RemixedKingz	4
_Le9DB9NXzU	Music	5	609	2507	SomoshiphopRadio	1
nYLfl22YSLw	Music	3.89	321	3256	evolawonder	9
PCMd-YfS7zM	Music	5	240	214	blink182fiend	1
or3VgNAsdcE	Music	4.22	249	2638	bestduvalhiphop	9
E1sfO3ykLiw	Music	5	71	240	vexdavortex	1
zH1kHn8sWOM	Education	4.45	186	10975	politikewl	62
1mzsBjK3hAg	Comedy	4.33	200	1407	Sunshinestate63	3
pTYL8qpcsjk	News & Politics	4.67	213	3068	Lutulutuw	12
HZeMFbxeDnY	News & Politics	3.12	158	837	Klingonmastr	8
kptmiklh97Y	News & Politics	3.67	274	682	MIAcrimsonandgold	3
3B2-ELpor3Y	News & Politics	3	208	1823	LisabethDashrniqhc	4
g67sKrkVihc	News & Politics	1	39	175	davidisbetterthenyou	1
7kUA2KW_9_s	News & Politics	2	180	250	Mediacurves	4
Zb5hMAkplu0	News & Politics	3.67	24	73	puebloplug	3
S097lGx9yqc	Entertainment	3.6	186	1685	arroncarlton	15
kAIVw2iTMdQ	News & Politics	0	199	43	memphisthug	0
DrD-Yp3a-dY	Music	4.92	57	32937	shorenzi	75
YwVBpsO51QY	News & Politics	4.03	186	40800	vrmgi	392
0H3AKlogj44	News & Politics	1.33	63	43	shezzno	3
i8APu1MN4PI	News & Politics	2	186	105	azzatacom	2
mlQZXJnZDZs	News & Politics	4	200	4632	bonequinha01	22
xdHMOsihnv8	News & Politics	3.57	186	305	reece2076	14
#NAME?						
qvD7jdBV-Uo	News & Politics	2	200	742	aFurryHatGuy	4
gvn2RG1Y22M	News & Politics	3.67	186	124	Incotso	3
hk59AaTsXi8	Nonprofits & Activism	4.75	161	13666	hotgreg	20
PuZYF6JbzME	Nonprofits & Activism	0	203	591	LuizArbore	0
0vCpwlp5xSA	Nonprofits & Activism	4.7	91	2004	GamingMazterResponds	27
R7r6IymN9Ow	People & Blogs	3.97	337	2931	neo123torres123	29
liz81wxTOZk	Nonprofits & Activism	0	117	134	Jaelovenz	0
K8K6esfFu0k	Film & Animation	5	211	1959	DreliWebstermcfjtc	1
fv3Adc0g_58	People & Blogs	4.11	114	413287	NoCopywrite	218
CMGEKUZD2mo	Nonprofits & Activism	0	161	818	wiggywhackers	0
dAS6iNBgNxY	Nonprofits & Activism	3.58	17	1914	bowener	31
xkfMbZeGbXQ	Nonprofits & Activism	0	22	307	davidisbetterthenyou	0
P9AkBkQ3pDU	Nonprofits & Activism	0	24	810	edisonlovebobo	0
RwnKwQzdHZA	Education	2.35	379	3308	TheUglyTruthz	20
kjT-Ia4sDYw	Pets & Animals	2.53	657	52533	SundayBeef	386
MwKbX7JYET4	Education	1.81	86	4633	TheUglyTruthz	26
LpTIEcQqD_A	News & Politics	5	105	494	chinesemobster	1
jl18NiGy40w	Nonprofits & Activism	3	118	1441	chingchongchinese	8
IRRAV76ygoM	Entertainment	0	97	355	chinesemobster	0
QYW3dCf6oM8	News & Politics	0	45	409	chinesemobster	0
PMoeWS6lSog	News & Politics	2.67	105	2361	chinesenegro	3
u91BngkzH8A	News & Politics	3	45	1782	chinesenegro	2
5z_NKhPUxXE	Entertainment	3.67	450	18969	NowLiveNetwork	9
cpaWmR-qswg	Film & Animation	5	53	5487	21Movie	14
XbErC-TEJMA	Entertainment	4	150	3041	WildgrassRd	3
Iv5v9K7dGoI	Entertainment	4.6	50	10584	graviapple	15
ecqUnJZKPpU	Entertainment	4.75	154	608	kRiSr8484	4
UCpZj5QqcLo	Film & Animation	4.73	136	3318	mattjsrules	11
y3E8M5YtWLs	Film & Animation	5	56	4178	21Movie	8
2zCIW0kkLf0	Entertainment	5	59	707	4everKungFu	1
U7sdJjzru0s	Entertainment	3	128	253	Jinesis0	2
4qth-oOzS2A	Film & Animation	5	32	1826	21Movie	5
K1AvS0kDR0g	Entertainment	5	39	1264	21Movie	5
m7-ScnsMQek	Entertainment	5	79	467	SonyPictures	3
y0PuqYB0_UI	Entertainment	4.78	16	5709	SonyPictures	18
_T4bsr27n40	Film & Animation	5	151	2674	julyette25	8
W1mqgsnV-h4	Film & Animation	0	152	111	jidz56	0
7JUKaLrwPYc	Film & Animation	5	151	5263	dutchrebel179	8
C4INvXA6GVw	Entertainment	5	55	393	SonyPictures	2
ZdWbmGj7K8E	Entertainment	4	53	5382	SonyPictures	7
cgg9sblRFVM	Entertainment	5	39	5262	21Movie	4
s22m5XG6v28	Film & Animation	0	154	114	MoviePreviewMan	0
jFOA6Lz0EzI	Entertainment	3.8	94	3377	cinerf	5
QtdHhlM_Bl8	Education	0	226	303	jvmadman1	0
xtMeYBAyVII	Entertainment	0	226	266	underarmouruser	0
gZQCzWO1028	Sports	0	18	801	aka32	0
EDPGDwEchMI	Sports	0	25	413	aka32	0
Gyus7TQbrrA	Sports	0	14	232	aka32	0
ZueWx-n8J34	Sports	0	11	279	aka32	0
0jAOpAnZRPE	Sports	3	9	220	aka32	1
x6yvYz2_QvU	Sports	0	7	190	aka32	0
EfIYHVhKRaM	Sports	0	17	422	aka32	0
79d-JEr0NGs	Sports	0	16	57	aka32	0
ZVehiS6uJvg	Sports	0	12	38	aka32	0
1gGTEWbC6nc	Sports	0	8	99	aka32	0
o0beoRlb8v8	Sports	0	14	96	aka32	0
vJA3mqE8kgA	Sports	5	6	106	aka32	1
pIp3yID7Y1g	Sports	0	9	116	aka32	0
QDDNMBIVdSM	Sports	0	9	57	aka32	0
OSos4ICiwbM	Sports	0	9	28	aka32	0
FBRj6TJCxUk	Sports	5	11	54	aka32	1
MlsmO_tjQY8	Sports	0	9	120	aka32	0
BbUNIbWY_Io	People & Blogs	4.11	142	8485	mTANGproductions	46
d2JCvdhSRco	People & Blogs	3.67	83	2105	1DICKNICE	30
#NAME?	People & Blogs	2.9	49	1349	puebloplug	10
34rWic9evi0	People & Blogs	1.74	29	14342	YEAREGOPIS	38
AoBk_elRDnc	People & Blogs	4.12	496	583806	AtheneWins	1587
grF934eZqMs	Entertainment	4.79	186	11087	hillarybrynne	75
AMKYVr7fT4Y	Entertainment	4.6	175	4839	loveorhate1513	43
NdQgIVkMINc	Music	5	195	624	jonasmedia	12
GxhAUkLWktM	Entertainment	4.93	328	3000	slowdownsugar92	58
oAdyimiHqNs	Music	4.78	338	3416	JonasBrothersEmedia	45
I81YxPVU-lA	Music	0	165	202	jackieindo33	0
DYfHf-BOLJQ	Music	0	154	39	lightbluecrush	0
3AvVLhmCoSs	Music	0	181	477	Roethlisberger723	0
cCLosO7dQZo	Entertainment	4.4	292	834	orangetango101	5
SQViqXylCj4	Music	5	186	170	jbkarenv	2
GkD25TvSHqE	Music	5	336	456	HerbieTheRaceCar	7
lwalhJDG4FA	Comedy	4.84	143	13337	bellapasso	102
9RWOYyZrg9E	Entertainment	4.94	149	10238	glaukcos	80
0sHlkI3vt_0	Entertainment	4.82	128	1700	SportCalcio	28
wnYi3sR1B4U	Comedy	5	146	1510	deejaymemo	16
Ktp8ym30bnU	Comedy	5	108	212	lavezzi240894	5
RLeLtDIdTuY	Comedy	4.92	603	16362	tarocco34pookmail	127
pUMJz793VNQ	Comedy	0	25	465	jelicoxx	0
1h9sjikLhQo	Comedy	4	90	223	Artenight	3
A8yVLBRS0zY	Comedy	5	103	374	BangelForever89	4
FfdBukWlgnQ	Music	3.89	244	1718	ProTulz	9
ZFtt17Lm-HE	Film & Animation	4.93	340	173094	Hozobin	774
SyCiREBqQOk	Comedy	4.84	179	259821	mikylinux	803
ePKgOjqRR0A	Comedy	4.82	169	286636	marchettino	663
HhgPiqEspg8	Comedy	4.88	409	105396	danysk86	459
yu4sPq0RgiE	Music	4.82	433	308172	tokiohotelchannel	1210
34zSYeHHodM	Music	4.65	265	355332	tokiohotelchannel	1358
419-Yf6d-cU	Music	4.84	399	298800	tokiohotelchannel	1290
pOdH0IBZ6So	Music	4.88	326	187723	tokiohotelchannel	933
#NAME?	Music	4.7	458	351058	tokiohotelchannel	1399
9gcniFQyXfg	Music	4.63	259	370221	tokiohotelchannel	1021
YL7i5fLB0ww	Music	4.79	413	307261	tokiohotelchannel	1225
VBda46wHEh0	Music	4.7	285	304857	tokiohotelchannel	1126
cMcI-gl2ov0	Music	4.73	367	631986	tokiohotelchannel	1944
HaebdfZTtxQ	Music	4.62	360	253342	tokiohotelchannel	1137
eI-cnlmbLUU	Music	4.78	383	284672	tokiohotelchannel	953
3Tu3k1V2V04	Music	4.84	374	363839	tokiohotelchannel	1372
HNdCBxCJt1A	Music	4.67	274	217310	tokiohotelchannel	925
h8h0qS1vCwE	Music	4.75	313	250491	tokiohotelchannel	1137
pROamuH6LCU	Music	4.63	172	234433	tokiohotelchannel	875
RsUwnu9pGg0	Music	4.71	232	396313	tokiohotelchannel	1133
gD41JTRrf1M	Music	4.68	325	307056	tokiohotelchannel	1031
BU6BB6pKEno	Music	3	119	534	antonymusso	2
AU9-oXhjDP8	Music	5	326	879	tokiohotelth4832	6
swHa-a2vufE	Music	5	325	487	billkaulitzlovelov	2
nVFS6mz6zQo	Entertainment	5	317	303	lelez	5
3QRuEa9WBU0	Entertainment	5	348	205	hillarybrynne	17
8Kg_Hxbt-kU	Entertainment	5	319	240	PiNAYMaMIs	4
tV22Qv-Sf9g	Music	0	112	115	arielisfromaustralia	0
RScKvEwKzZs	Music	4	598	1545	lumberjackchick	8
082ckIEEEak	Music	4.75	323	727	MissChristineDaae	4
TNYyDaEnwGs	Entertainment	4.95	86	4912	xxKittencandYxx	37
nt_A9yDbQx0	Music	4.93	74	8781	tookieclothespen	74
pEbK3C7bZxU	Music	5	492	541	xsmartfood007x	2
R83XbirpkZY	Entertainment	3.14	94	1366	Abaylorwebshow	7
Wz2SS77wE_E	Entertainment	1	300	201	Sunni25	1
gw0R0w-WqyA	Music	5	307	1956	byteme2008	46
a6Gp6i9rA6I	Entertainment	5	323	497	PiNAYMaMIs	3
BsY5d6pA0r0	Entertainment	4.9	171	1245	hillarybrynne	39
GBu7FKIaMFc	Music	0	154	473	Roethlisberger723	0
dbAw-sTuqhs	Music	0	150	202	jackieindo33	0
O4iUHUOdw-M	Music	4.83	171	578	jonasmedia	12
vNEpfN-1T80	Entertainment	5	62	1917	KelseyBilly	3
U4yJB1ynN-Y	Entertainment	4.98	173	1409	xZashleyFanx	45
4p1DUBc8TwE	Entertainment	0	169	214	iluvjoshb891	0
kFGXDH-3oyk	Music	4.22	166	3420	SaGaLSaEeD	9
akZF6UNxsGM	Music	0	182	614	NickJonasLuvr4444	0
Z-2Ye_7lpt4	Music	5	155	196	liaail555	2
n71P0DjdYbM	Entertainment	4.77	336	456	karenjialun	13
qbjPX-5nPp8	Music	4.97	171	2057	taralovessyou	39
3Kc27dKeZgU	Music	0	50	203	ThunderShock2005	0
MMzQqKFaXBo	Music	5	252	620	JustAnOrdinaryGirl5	7
QWASKqQ7EKk	Music	4.76	627	4612	8dznyboy	29
FUjvoyk5ZEI	Music	5	305	229	WHSSoccer92	3
FhSi5zZh5pc	Entertainment	0	230	222	ssmileey00	0
EkvX1CtnmiA	Music	3.75	320	1701	lumberjackchick	4
DKrUwaQ-79Q	Music	5	359	151	amazingxx3	2
hkDFfOat72E	Entertainment	5	159	414	WALKxiiTxOUT08	7
48zQ3HdbYzs	Entertainment	0	153	64	ASAPMUSIC	0
tS_XoQdbtJk	Entertainment	3	129	195	Annanj12	2
vqdnKVIUfjI	Music	0	198	20	mangoxsmoothiex26	0
uKFjd80SdEI	Entertainment	4.89	99	657	hillarybrynne	19
US9zPzjUWgs	People & Blogs	0	145	8	Taylor2025	0
zc9jIxubJ6I	Entertainment	5	58	478	fungirl4343	1
tXWkaJOvxPY	Entertainment	5	154	209	JBxarexhotx3	1
Ifg4WFov1LI	Entertainment	0	183	225	Sunni25	0
2x7mGEOLzBI	Entertainment	4.5	162	998	WALKxiiTxOUT08	6
hHPWXE4Kt6Y	Entertainment	5	172	803	Jesssdabest	5
#NAME?	Entertainment	5	165	186	angelmsn23	1
wDnPU0Nrd5o	Music	0	182	25	Bella103194	0
57u76CEUKkY	Entertainment	4.92	115	926	ILUVJOBROS	92
kF_axDskD5Q	Entertainment	5	161	92	fendergirl4	2
8tP9o37Fh6c	Entertainment	5	237	495	slowdownsugar92	23
#NAME?	Entertainment	5	320	525	TooWongFubu	8
qXqCJxGiyds	Entertainment	0	373	79	Dancer4eva1230	0
q0bzPoAPIdE	Entertainment	5	240	126	VidoandSalsa	5
FB68_wSNECA	Music	0	118	21	JuLiElOvEsMaTt	0
cT09eRwnDF4	Entertainment	0	157	77	KEVjoeNICKj	0
rz636-8BQ-I	People & Blogs	5	137	168	dulceXyear3000	4
W2MzHmkr7Aw	People & Blogs	1	146	479	clohyyy	2
bpIpVTJKmmA	Entertainment	5	4	899	PlzBMinexInseparable	4
U2qDyOcdJf0	Music	5	328	505	dramaqueenTay1	4
9N-RvB9rAGQ						
F94eFmfW-7w	Music	4.92	377	2780	8dznyboy	25
79lK4RATpE4	Music	5	241	323	MissChristineDaae	2
jOVcXMg4s84	Music	5	324	469	IxLOVExNICKxJONASSS	4
wrhmM5h8Dvw	Music	4.96	231	24526	somedia	147
aoDBacpCX34	Music	4.99	177	20902	somedia	188
KQweSiiviVQ	Music	5	200	5422	somedia	65
jIuCA4RRtXE	Music	5	202	3125	somedia	49
0oncHBjrmT0	Music	4.86	342	10017	somedia	125
x03nM4h2JiM	Music	4.8	298	24324	somedia	122
ytBX89Ibe8g	Music	4.81	198	2687	somedia	69
jAQZMZm7eFk	Music	4.86	189	2506	somedia	59
F8GJIqPtJ68	Music	4.95	221	15148	somedia	168
xe-f-zg_KIU	Music	4.98	247	3888	somedia	87
xoD4Rw7eCA8	Music	4.88	179	6718	somedia	112
P0KKuLjs8I0	Music	4.91	258	4142	somedia	76
gce0EWI0tEE	Music	4.97	192	3863	somedia	70
DgEoY4X0m1Q	Music	4.91	579	18348	somedia	272
j8u2Hx4dPWQ	Comedy	5	170	1690	melovesjack	18
EHsfm7hqdIA	People & Blogs	5	513	64	YouKnowItsWorthIt	3
1q7HsAfr340	Entertainment	4.89	319	172115	rikkiluv	980
WpkB2XgbTUY	Music	4.95	123	489194	OneTreeHill32330	2165
2DuPesYt6ek	Music	4.93	201	192352	somedia	947
IyRNZGfFtow	Music	4.93	363	761813	somedia	3770
PpQ2iDD0nuM	People & Blogs	4.95	536	148575	iluvthejobros	1381
8_oNJgrQWbE	Music	4.92	504	128413	somedia	1226
WxJHzHJx2ys	Science & Technology	4.5	52	592	reidooproductions	2
knqyg9EL99I	Music	5	31	823	JonasBrothersEmedia	1
b-949YRzGag	Music	5	71	280	suppacoolfreeks	3
z2Uu_ttHL_4	Comedy	4	7	1461	K9andEquine	9
bhcHS0C5R3U	Comedy	5	24	135	PIECEoutGIRLscout	2
cY-PmelkDTU	Music	4.95	177	186725	sleepyanimeboi	1122
RY0cQRfAZ9w	People & Blogs	4.2	41	1274	JUSTurAVERAGEgirl	5
Q4p24UgWVls	Music	4	52	1759	BonusJonasLover	7
tnEA8j1w0hc	Comedy	0	51	38	CassidyJeslyn	0
kLVe0CR5SoM	Entertainment	4.82	30	8934	fanniieee	28
FLrGYRpvK2E	Music	5	163	180	jbrocks1550	3
fIJA-0nsoeQ	Music	5	206	181	JonasGalore	1
eSa18htB_-k	Music	4.97	368	87684	scoredforstylepoints	788
IG80zr1iIK0	Entertainment	4.73	158	895	hannahmontanarocks11	15
LBs4CvBOy-w	Entertainment	5	358	4029	Letsdiiscox3	25
_fubkFmNnYA	Music	5	172	309	addicted2jonas	3
DzBrK9DJhUA	Entertainment	5	291	1534	Mushinimario	3
h2NzGVzc_kI	Entertainment	4.88	325	43794	JonasSpotlight	322
9snq-zcdCtI	Music	4.56	203	134763	BrooklynBorn99	185
YQI-wJG1K0M	Music	4.61	154	63245	TheFaderTeam	71
9axroVxp2qI	Music	4.72	205	22309	teyanataylor	61
fV6VZWT8ZbQ	Music	4.67	273	8731	crazysarah2829	12
NbUQceUSnu8	Music	5	423	1090	teyanataylor	12
1wMo5xaoklQ	People & Blogs	5	306	6922	IceCreamGirlMaria	12
s0k_xp_EfUI	Music	4.44	199	3224	njolirk	9
wF3fHhlj624	Music	3.93	219	20657	TorrieBaker	14
yJxRTMUjP4Q	Music	4.69	211	1517	cokonice	26
sI-v_oDg7cE	Music	4.35	213	7471	LINSAYDrewswsfs	17
XkJOBUkmfT8	Music	0	208	88	SaMMenTt	0
nGF4kermVOM	Music	0	202	227	sohoodtrackz	0
P7lf5Hcut2A	Music	4.25	198	2340	sarahfreeman123	8
YY_zwWpf_iA	People & Blogs	4.71	205	2073	SaMMenTt	17
PX7tFO58p3w	Music	4.84	204	15604	MAG1KProductionz	25
xHRaFG9AHKI	Music	4.57	204	5352	lisanv	7
jW9nYtX7tZw	Music	5	205	167	Rafawag741	1
Twf5rtRSf5A	Music	0	205	1555	youngkingz12	0
8-Kl-nHtZms	Music	5	205	243	JairoIvan200	3
T-JZo1U9GZA	Music	5	205	157	fenerbahce38	1
xCyaQWfSh1E	Pets & Animals	4.41	112	718189	DKnight2007	1168
Nm8_HRelHcQ	Pets & Animals	4.72	209	431887	cat123789	1246
lVvxhphMbAI	Pets & Animals	4.71	99	386318	DKnight2007	1038
NpjGAZq4UZI	Pets & Animals	4.2	34	17909	sulp2	49
ZhIkp_Z37Dk	Pets & Animals	4.18	16	11159	cwaweeks3	11
f93rMPIvPLM	Pets & Animals	4.39	125	78168	DKnight2007	185
XgCVV3210B4	Pets & Animals	4.67	32	3636	miknambr	9
Q3U7j6fKrl8	Pets & Animals	4.71	90	3311	beans6677	14
WZ8NM-pgB6M	Pets & Animals	4.48	78	50191	DKnight2007	168
N-Z5jq6Ez2U	Pets & Animals	4.05	41	83927	ButterflyJenn	79
Tqm1HxX_Vq8	Pets & Animals	4.45	26	107319	Catesandwhatnot	127
mtgz_YyZJCc	Pets & Animals	3	35	113	wiggywhackers	2
#NAME?	Pets & Animals	3	99	1441	riddleb0x	6
#NAME?	Pets & Animals	4.33	34	937	clausmurf	6
bAX6V2f6SKI	News & Politics	4.91	190	57895	mcbird13	310
mFjfM-DfFjw	Entertainment	4.9	244	24668	mrsnickjonas915	174
uxjA5v-orLg	Entertainment	4.97	50	7902	minimesam123	30
YZIn9lZEEsk	Entertainment	4.89	59	17679	IJAB1234	105
3isv1OBsm40	Entertainment	4.92	184	10877	dancinchik9000	106
Fc3cgdAUxDc	Entertainment	5	178	4917	GelatoAllaFragola	36
SI_M-9xbJHk	Film & Animation	5	298	1261	xXpaulineCzkaXx	8
bp-qFACRiTg	Entertainment	5	82	514	JonasFever	3
x-dU6Vgzieo	Entertainment	4.87	199	5882	ILUVJOBROS	111
hJk5J2wq5T4	Music	4.78	89	4926	XxdaisyXx13	27
v2dgHaDKThI	Music	4.93	242	12719	tookieclothespen	103
hfe64hQsVQA	Music	4.88	98	694	deerdue2	8
t3tCxJf3R70	Entertainment	5	190	4034	karenjialun	18
